english,darija
"My sister Halima, first of all, may God reward you for what you offer us. I am one of the people who learned a lot from you because I got married in France and I didn't know anything about cooking. Now, thank God, I have learned a lot from you and you have become my go-to whenever I need a recipe. I go to your channel because I know that your recipes work for me from the first try... I am a fan of baklava, especially with cocoa. My children and I prefer cocoa over almonds. It's just that the Turks have it very expensive, pistachios I think more than in Morocco. Anyway, it's even more expensive here, it sells for 350 dirhams per kilo all over Turkey. I follow a lot of videos of people filming in Turkey and all those who filmed the markets or dried fruit shops have put the dirham, meaning it's expensive. But they also sell it expensively because they sell a kilo of baklava for about 200 dirhams or more.",ﺍﺧﺘﻲ ﺣﻠﻴﻤﻪ ﺍﻭﻻ ﺟﺰﺍﻛﻲ ﷲ ﺧﻴﺮﺍ ﻋﻠﻰ ﻣﺎ ﻛﺘﻘﺪﻣﻴﻠﻨﺎ ﺍﻧﺎ ﻣﻦ ﺍﻟﻨﺎﺱ ﻟﻲ ﺗﻌﻠﻤﻮ ﻣﻨﻚ ﺑﺰﺍﻑ ﺣﻴﺖ ﺗﺰﻭﺟﺖ ﻭﻓﻔﺮﻧﺴﺎ ﻭﻣﻜﻨﺖ ﻧﻌﺮﻑ ﻭﺍﻟﻮ ﻓﺎﻟﻄﺒﺦ ﺩﺍﺑﺎ ﺍﻟﺤﻤﺪ ﻟﻠﻪ ﺗﻌﻠﻤﺖ ﻣﻨﻚ ﺑﺰﺍﻑ ﻭﻟﻴﺘﻲ ﻣﻌﺘﻤﺪﻩ ﻋﻨﺪﻱ ﻛﻠﻤﺎ ﺍﺣﺘﺎﺟﻴﺖ ﻟﺸﻲ ﺍﻛﻠﻪ ﻛﻨﺪﺧﻞ ﻟﻘﻨﺎﺗﻚ ﺣﻴﺖ ﻋﺎﺭﻓﻪ ﺍﻥ ﻭﺻﻔﺎﺗﻚ ﻛﻴﻨﺠﺤﻮﻟﻲ ﻣﻦ ﺍﻭﻝ ﻣﺮﻩ . . . ﻭﺍﻧﺎ ﻣﻦ ﻋﺸﺎﻕ ﺍﻟﺒﻘﻼﻭﺓ ﺑﺎﻟﺨﺼﻮﺹ ﺑﺎﻟﻜﺎﻭﻛﺎﻭ ﺍﻧﺎ ﻧﻔﺲ ﺍﻟﺸﻲ ﺍﻧﺎ ﻭﻭﻻﺩﻱ ﻛﻨﻔﻀﻠﻮ ﺍﻟﻜﺎﻛﺎﻭ ﻋﻠﻰ ﺍﻟﻠﻮﺯ ﻏﻲ ﻫﻤﺎ ﺍﻷﺗﺮﺍﻙ ﻋﻨﺪﻫﻢ ﻏﺎﻟﻲ ﺑﺰﺍﻑ ﻟﺒﻴﺴﺘﺎﺵ ﻧﻈﻦ ﺍﻛﺜﺮ ﻣﻦ ﺍﻟﻤﻐﺮﺏ ﺍﻟﻤﻬﻢ ﺑﻌﺪﺍ ﺍﻛﺜﺮ ﻣﻦ ﻫﻨﺎ ﻛﻴﺘﺒﺎﻉ 350 ﺩﺭﻫﻢ ﻟﻠﻜﻴﻠﻮ ﻓﺘﺮﻛﻴﺎ ﻛﻠﻬﺎ ﺣﻴﺖ ﺍﻧﺎ ﻛﻨﺘﺎﺑﻊ ﺑﺰﺍﻑ ﻓﻴﺪﻳﻮﻫﺎﺕ ﺍﻟﻨﺎﺱ ﻟﻲ ﻛﻴﺼﻮﺭﻭ ﻓﺘﺮﻛﻴﺎ ﻭﻛﻞ ﺍﻟﻠﻲ ﺻﻮﺭﻭ ﺍﻷﺳﻮﺍﻕ ﻭﻻ ﺍﻟﻤﺤﻼﺕ ﺩﻳﺎﻝ ﺍﻟﻔﻮﺍﻛﻪ ﺍﻟﺠﺎﻓﻪ ﺩﺍﻳﺮﻳﻦ ﺩﺭﻫﻢرهم ﻳﻌﻨﻲ ﻏﺎﻟﻲ ﻭﻟﻜﻦ ﺣﺘﻰ ﻫﻤﺎ ﻛﻴﺒﻴﻌﻮﻫﺎ ﻏﺎﻟﻴﻪ ﺣﻴﺖ ﻛﻴﺒﻴﻌﻮ ﻛﻴﻠﻮ ﺑﻘﻼﻭﺓ ﺑﺸﻲ 200 ﺩﺭﻫﻢ ﻭﻻ ﺍﻛﺜﺮ
"Hello my sister Halima, please my sister continue with us the Iftar recipes, I swear you made me eager a lot, you benefit us a lot, may God protect you my sister.",Salm khti hàlimà 3afak khti kmlïi m3a na chhiwat lftour wllh khlitini has la bezzaf ktnf3ina bezaf ellh ehfdk akhti
"God bless you, always top. I am a loyal follower of yours.",Tbarklah 3likk dima top Ana motatabi3a wafiyq likk
I'm a good person and I've learned a lot from you. May God guide you and bless your path.,Nati insana ra9ya wa t3almna mnak bzffff lah ihadi makhla9 wa masira mowaf9a
May God give you double what you've given me. I'm very grateful to you. Thank you so much.,Lah i3tik sha jrabtha joj mrat daba jatni kathama9 chokran lik bzaf bzaf
"Give me the olive oil in grams, I don't have a measuring cup.",3tini la3bar zit b gram ma3andich kas 3anba
"The girls wrote something for me that I can do with you, but I'm not sure about multiplying it by 3 to get its dimensions so we don't get lost.",Lbnat chi ohda tktb lya dkchi lkydar fiha 3fkom bit ndirha ms mknchrjij * 3 bit l9wam dylha bach mnshomch
Is it wheat or flour????,Wach 9ame7 w la farine ? ? ? ?
"Hello, sister Halima. Are you well?",Salam khti halima katsthli kola khir
"Sister Halima, you are very creative. Thank you for sharing and may God reward you. Congratulations.",khti halima nti rakin fakakat lawhayal merci pour le partage et 3wacharkom mabroka
I like your dialect so we need to signal it.,Ana kayshabli dialak donc khasna ndiro lih signal
"Hello to you, my sister.",Tahyati lik akhti
"Please, is it possible to have a room with a view from the inside?",3afak wach makayjiwch nachfin mn dakhl
May God guide everyone.,Anti matkhalka lah yhdi ljamiaa
Thank you for this recipe ❤,Chokran 3la had wasafate ❤
"Halima told you to keep your feet on the right path. You are the best one for me, my sweet Halima.",Halima goli rajlak zidak f seda9 Rak nti Ahsan wehda 3andi halouma dyli
Thank you,Tbzrkllah 3lik
Great great 👍 👍 👍 👍 👍 🌹 🌹 🌹 🌹 🌹,Top top 👍 👍 👍 👍 👍 🌹 🌹 🌹 🌹 🌹
"God bless, God has willed it, I am your follower from Algeria 👏 👏 👏 💝 👑","Allah ibark machaallah , Betawefik , moutatabiatouki mine el ﺍﻟﺠﺰﺍﺋﺮ 👏 👏 👏 💝 👑"
"Halima is the original and the rest are just imitations, she's top 1! 😊 🎉",Halima l2asl walba9i ta9liiid top1 😊 🎉
Hello 👍 👍 👍 👍 👍 🥰 🥰 🥰,Salam 👍 👍 👍 👍 👍 🥰 🥰 🥰
May God reward you with goodness.,Machaalah jazaka llaho rayra 🙏 🤲 🏾 🤲 🏾 🙏 top 💯 👌 👌 👌 👍 🏻 👍 🏻 🎩 😘 ❣ ️
"Yes, it's true, I like how she's doing these topics that are far from cooking.",Oui c vrai jani la3jabe kifache dayra hade mawadi3 b3ida 3la tabkh
"I will tell you, my sister, may God have mercy on your parents.",Iwa ch radi ngolik akhti lah ir7am lirabak
"I'm sorry, I'm confused. ""Twhchnaaak"" doesn't appear to be a valid word or phrase in Moroccan Arabic (Darija) that I can translate into English. Can you please provide the input in standard Moroccan Arabic or clarify what you're trying to say? I'll do my best to provide an accurate English translation.",Twhchnaaak
"""Mouraba"" is a Moroccan Arabic word that means ""jam"" or ""fruit preserve"" in English.",Que veut dire mouraba svp
"May God grant you all the happiness and joy in the world. May God protect you, Amen.",Allah yfadak je vous tous le bonheur et la joie du monde Dieu vous protége amine
"May God protect you, my dear. Good continuation and good courage. What God has willed, may God keep you and bless you. A thousand thanks.",Allah ihafdak ma chére bonne continuation et bon courage macha Allah que dieu vous garde et vous bénisse 1000 chokr
"Congratulations Halima, I am happy for you. I have learned a lot from you. Long live the Moroccan woman!",Félicitations Halima je suis contente pour vous j ’ ai a pris beaucoup de choses avec vous vive la femme marocaine
"Translation: Respected woman, greetings to you from the bottom of my heart.",Imraa mohtarama Tahiyati lik mn 9al3at magouna
"God, people are so mean to go this far and attack. They are insecure to be like this for no reason. Shame on you, I swear to God 🥺🥺🥺🥺. May God guide His creation 🤲🥰 and we are always with Halima.",Allah i ster les gens sont méchant pour en arriver jusqu & # 39 ; à la et attaquer il sont complexer pour être comme sa gratuitement honte à vous wallah 🥺 🥺 🥺 🥺 allah ihdi makhla9 🤲 🥰 et hna dima m3a halima
"Thank you for your explanations of good recipes, well done to you ❤️❤️🙏🙏👍👍",Merci pour tes explications de bonnes recettes bravo à toi ❤ ️ ❤ ️ 🙏 🙏 👍 👍
"Please, Mr. Moussa, we have a problem.",Afak a si moussa dina ain chok
Thank you ❤ 👍 🏻,Tbarkallah 3lik ❤ 👍 🏻
I appreciate your professionalism and honesty... may God protect you from bad people.,J apprecie votre professionnalisme et votre honnêteté . . . que Dieu vous protège des mauvaises personnes .
May God give you health 🤗,3atak Allah saha 🤗
"Hello sister, to go to Europe we can use a butcher's paper or a paper from a plastic bag.",Salam khti li Europa n9adro ndiro lwar9a ta3 majzara ola war9a dial filo
"Hello, Hanouna. Thank you very much for this famous, well-explained recipe. It's clear that you are very kind and neat. I wish you a very good Ramadan, God willing. 👍👍🥰🥰🇩🇿🇩🇿🧕🧕🤲🏼🤲🏼👋👋",Salam alikoum hanouna je vous remercie beaucoup pour cette fameuse recette bien expliquée ça se vois que vous êtes très gentil propre je vous souhaite un très bon Ramadan ☪ ️ inchallah 👍 👍 🥰 🥰 🇩 🇿 🇩 🇿 🧕 🧕 🤲 🏼 🤲 🏼 👋 👋
"Hello, congratulations on Ramadan, God has willed it for you.",Salem Mabrouk ramadan machaallah 3liek
"Thank you, may God give you health.",Tbarkalah 3lik lah ya3tik saha
"Hello sister, bless you. Your chebakia recipe is the one I've been using for years. I wanted to ask you if I can only make the dough now and put it in the freezer because if I make the chebakia, it takes a lot of space. I make orders abroad and I want to prepare the dough in advance if possible.",Salam khti tbarklah 3lik chbakiya dyalak hiya lmo3tamada 3andi man sinin brit nsawlak wach ndir rir la pate man daba ndirha f congélateur hit ila chbaktha katdi bzaf d la place ana kandir les commandes f lghorba brit nwajad la3jina man dab ila momkin
You are dear to us. We missed you a lot. Send me some stuff.,Raki 3ziza stafdna mnk chal nb haja tab3i
"Wow, that's great!",Machalah trop
"Halima, you're the best, God bless you.",Halima top macha alah 3lik
May God grant you health.,Kolchi aandak rezal allah yi3tik seha
"Hello Halima, we made Momalat for Ramadan.",Slm halima 3emlna momalat ne remdan
"May God preserve your health, my sister. You've just made Chebakia, it came out beautifully, and you made it easy for me with that video.",Llah ikhalli lik shihtsk akhti 3ad dart chabbakiya jat ghzala osahlatha 3liya dik jarrara 👍 👍 👍
"Good luck
You deserve it, BOSS",Bonne chance < br > Tstahliiii CHEF
Here I am stuck.,Ah hna m3alokht
"God has willed it, good continuation.",Machallah bonne continuation 👍 👍 👍 👍 👍
"Your recipes are great, may God bless you. I make your recipes and they turn out well, God bless you ♥️. I make ncha, not the yeast for sweets. I try to reduce it because it's not healthy 👍",Ja lamsaman dyalk zwin tbarkllah lwasafat daylk kandirhom kaynajho tbarkllah 3lik ♥ ️ ana kandir ncha machi lkhmira d lhalwa kanbri nan9as manha hit machi sihiya 👍
"Here is the English translation:

I want to try a recipe for fmchalah.",Fin macanjrab Chi wasfa dial fmchalah
"My sister, may God bless you. You are a respectable person, and we learned good manners from you. May God grant you a long life.",Okhti tina tbarklah 3lik insana mhtarma w tealimna minik tyab tawil machalah 3lik
"May God protect you all, support me ❤ ❤ ❤",Khoti Allah yahfadkoum da3moni ❤ ❤ ❤
You are a woman and you have managed to make your dreams come true. We have learned a lot from you and we are still following you.,Nti mra ou gadda 3mrhom may wslo lik t3lmna mnk bzzaf ou ba9i mtab3ink
"Hello sister Halima, may God grant her rights and well-being 😘 😘 😘 😘 😘 😘 🤲 🤲 🤲 🤲 🇪 🇦 🇪 🇦 🇪 🇦 🇪 🇦 🇪 🇦 🇪 🇦",Salm khti halima alah yakhod lha9 osafiii 😘 😘 😘 😘 😘 😘 🤲 🤲 🤲 🤲 🇪 🇦 🇪 🇦 🇪 🇦 🇪 🇦 🇪 🇦 🇪 🇦
"Girls, may God make your affairs easy. Pray with me that my Lord reunites me with my husband. The prayer of a stranger is answered. May God have mercy on the parents.",ﻟﺒﻨﺎﺕ ﺍﻟﻠﮧ ﯾﺴﺮ ﺍﻣﺮﮐﻢ ﺩﻋﯿﻮ ﻣﻌﺎﯾﺎ ﺭﺑﯽ ﯾﺠﻤﻊ ﺷﻤﻠﯽ ﻣﻊ ﺭﺍﺟﻠﯽ ﺩﻋﻮۃ ﺍﻟﻐﺮﯾﺐ ﻣﺴﺘﺠﺎﺏۃ ﺍﻟﻠﮧ ﯾﺮﺣﻢ ﺍﻟﻮﺍﻟﯿﺪﯾﻦ
Where are you?,awl vu
May God give you health.,Làh . yaatik . saha
"Thank you so much, sister Halima. You're right, sister, the oil has become very expensive.",Tbarkalah 3lik akhti halima 3andak lhak akhti zit ghalya bazaf
"Please make us some of that delicious traditional Moroccan halva like in the old days, sister Halima.",3fak akhti halima sybi lina halwa dyal ilbou9 dyal zeman
"May God give you health, you made me happy 👍 👍 👍",La y3tik saha chhtini 👍 👍 👍
Please write the recipe. God bless you 😀,Poui scrivere la ricetta per favore ? Niech Cię Bóg Błogosławi 😀
"Congratulations, you deserve all the best.",Alf mabrok tstahli kl khir
How are you?,Chhal kathdarrrrr
"Here are some tips for studying hotel management:

1. Research different hotel management programs and choose one that aligns with your career goals.

2. Develop strong communication and interpersonal skills, as you'll be interacting with guests and staff regularly.

3. Gain practical experience through internships or part-time jobs in the hospitality industry.

4. Learn about various aspects of hotel operations, such as front desk management, housekeeping, and food and beverage services.

5. Stay updated on the latest trends and technologies in the hospitality industry.

6. Consider learning a foreign language to enhance your employability in international hotel chains.

7. Network with professionals in the field and join industry associations to stay connected and informed.

8. Develop problem-solving and decision-making skills to handle various situations that may arise in a hotel setting.

9. Focus on providing excellent customer service, as guest satisfaction is crucial in the hospitality industry.

10. Be prepared to work flexible hours, including weekends and holidays, as hotels operate 24/7.",3afak 3tini chi nasaiiih 3la lfanda9a hit bghit ndirha
"Hello, is it possible to replace butter with oil?",SLM wach momkine nbadlo Zebda bzite
"May God protect you, sister Halima.",ﷲ ﻳﺤﻔﻈﻚ ﺧﺘﻲ ﺣﻠﻴﻢۃ
I'm angry.,Ja m9awed
"May God give you health, goodbye.",Lah yaatek saha yasalam
Suggestion box,ﺻﻨﺪﻭﻕ ﺍﻟﻮﺻﻒ plzzzz
"God bless you, always great 👍",Tbarkllah aalik dima Top 👍
"Hello, I couldn't find the amount of butter needed for the dough. May God bless you, please let me know how much softened butter is required for the dough. Enjoy your iftar.",Salem svvvvvp j & # 39 ; ai pas trouvé les ingrédients du beurre pour la patte allah ykhalikoum donné moi combien du beurre ramolli pour la patte saha ftourkoum
"I apologize, but ""V"" is not a complete sentence in Moroccan Arabic (Darija) for me to translate into English. Please provide a complete sentence or phrase in Moroccan Arabic, and I'll be happy to translate it for you.",V
"Hello, I want to sell wholesale to the store. How much should I charge per kilogram? Please answer me.",Slm rafak brit nbi3 jmla lhanout chhal nhsb lih lkilou jawbini rafak
May God give you health 😘 😘,Allah ya3tik saha 😘 😘
"Hello sister, how are you doing? Please, I am from Skhirat and I would like to order a pair of slippers from you.",Slm khti hlima kidyraa 3afak ana mn skhirat obghyt command chbkya mn andkk
"May God keep your health, sister Halima, God bless you, you're doing great, sister. May God make things easy for you. I follow your method in the net, it works for me. The only problem is that it deflates when I fry it, which ruins its shape.",Lah ikhlilki shihtk khti halima tbarklah machailah 3lik khti Lah ishl 3lik kandir tari9a dyalk fchbakya katsd9 liya ghir lmochkil katnfkh liya fach kan9li kaykhsr liha chkl
"I'm happy and I respect you too. I always enter and find you've already prepared a delicious meal for me, but you said you're my representative. May God guide His creation.",Bsah o hit kanhtarmak hta ana dayman . kandkhol lih jatni 3jab kif golti tkoni msalya lih mais golt wakila nti . Llah yahdi makhlak
"Hello, thank you",Asalam hokran 🇲 🇦 🇨 🇦 🤲
Humans were created so that you would love them.,Insana khalo9a lay ralbak 3lihom
"Miss Halima, are you taking orders?",🌹 🌹 🌹 🌹 🌹 Lalla Halima ouach kattakhdi les commandes 🌹 🌹 🌹 🌹 🌹
The price,Le prix
I am a girl from Meknes and I would like to see my sister Halima if possible.,Ana bant Meknès omachtaka nchofak a khti Halima Ida kan momkin
I want to know how many milliliters are in a glass.,Ana ab3ite na3raf alkas machal fih man ml
"Thank you, Mama Halima ❤",Chokran mama halima ❤
"Here's the English translation:

That's why I told you to check if you're in this and subscribed to the group. It seems you need to invite them.",3liha Jani Chek tkoni nti dakhla hadchi wdrt abonné lgroup shabli nti khask d3ihom
"Sister, we know you well here. You don't need to explain everything. May God grant him what he deserves. Tomorrow, ignorance will be upon those who have the money.",Khti hna kan3arfok mzn mamhtajach tcharhi ga3 lah yakhod lha9 wsafi lbachar jhl 3la wed lflous
"Sister Halima, bless you. I tried the recipe for these cookies, they came out amazing and delicious. May God give you health ❤ ❤ ❤ ❤",Khti halima tbarkelah 3lik jarbt lbrh had btbot 3amr jaw ghzaliiin obnan lah i3tiik saha ❤ ❤ ❤ ❤
"Kadir is commanding his donkey, ????","Kadir komond 3la bra , ? ? ? ?"
Wow!,Machaalah
My son is 14 years old.,Wldi 14 ane omrid bih
"Let's talk and do it properly next time, as you didn't do it, my brother.",Olbid n9dro ndiroh flhochwa lhlwwa chtk madrtihch akhi
You are the best one on YouTube and I respect you a lot and all your recipes are 100% successful ❤️❤️❤️,Nti ahsan whad f YouTube o mahtarma bazaf o ga3 wasafatik 100 % najhin ❤ ️ ❤ ️ ❤ ️
"Come with me, girls.",Dirou Lina kikat
"Hello, please I want to know how much is the price of a pair of shoes.",Salm lala 3afak brit n3raf chhal taman lbay dya chbakiya
"May God reward each one of you, my sister Halima.",Khalihome almolana rabi ikhalasse kol wahde < br > Ihtiramati khti halima
May God grant you health and protect your chicks for you.,Lay3tik saha wi hfad lik lkatkota
"Hey, I'm just sitting here like a net. Haha, you're 2x.",Ewa ana rani ghir hadya thati chabakiya hhh antiya raki 2x
"You deserve 1000 likes, my sister Halima.",bsahtk . khti halima tstahli 1000 layk
"You have no idea about the problem, my sister. Just tell them to change the page names and remove your photos.",M3ndk mdiri blmchkil akhti goli lihom ghi bdlo smyat safha ohydo tswrk
"May God give you health, please help me find my bag.",Lah y3tik sha 3afak 3awnini tla3li 9anati
Is cream easy to make? Please answer me.,wach crema sa2ila hia hulala 3afakom jawboni
"First comment, top Halima.",ﺍﻭﻝ ﻛﻤﻮﻧﺘﻴﺮ top halima
"My dear, I put on some lotion.",hbiba ina créma darti
"Yum yum, very appetizing. It makes you want to eat it. Thank you very much. Big kisses 😘 🤗","Miam miam , très appétissant . Cela donne envie . Merci beaucoup . Gros bisous 😘 🤗"
"God bless you, Halima. Can I mix the fine flour with the coarse flour half and half?",Tebark lah 3lik 7alima momkin nekhalet de9i9 lkamil wd9i9 lfors nas nas ? ?
"Hi sister Halima, please give us a small amount of groceries.",Salam khti halima 3tina 3afak ma9adir bkimiya 9lila
"Unscrupulous people, you have all said, leave them, Allah is your best shield, may Allah protect you.",Des gens sans scrupule vous avez tous dis laissez leur allah est votre meilleur bouclier allahi7afdek
